1	2005	1	3	1
1	2005	1	3	2
1	2005	1	3	3
2	2005	1	2	4
2	2005	1	2	5
3	2005	1	3	6
3	2005	1	3	7
3	2005	1	3	8
4	2005	1	2	9
4	2005	1	2	10
5	2005	1	4	11
5	2005	1	4	12
5	2005	1	4	13
5	2005	1	4	14
6	2005	1	1	15
7	2005	2	3	16
7	2005	2	3	17
7	2005	2	3	18
8	2005	1	7	19
8	2005	1	7	20
8	2005	1	7	21
8	2005	1	7	22
8	2005	1	7	23
8	2005	1	7	24
8	2005	1	7	25
9	2005	1	1	26
10	2005	1	5	27
10	2005	1	5	28
10	2005	1	5	29
10	2005	1	5	30
10	2005	1	5	31
11	2005	2	3	32
11	2005	2	3	33
11	2005	2	3	34
12	2005	2	4	35
12	2005	2	4	36
12	2005	2	4	37
12	2005	2	4	38
13	2005	1	3	39
13	2005	1	3	40
13	2005	1	3	41
14	2005	1	3	42
14	2005	1	3	43
14	2005	1	3	44
15	2005	2	1	45
16	2005	2	3	46
16	2005	2	3	47
16	2005	2	3	48
17	2005	2	3	49
17	2005	2	3	50
17	2005	2	3	51
18	2005	2	4	52
18	2005	2	4	31
18	2005	2	4	28
18	2005	2	4	27
19	2005	1	2	53
19	2005	1	2	54
20	2005	2	2	55
20	2005	2	2	56
21	2005	2	3	57
21	2005	2	3	58
21	2005	2	3	59
22	2005	2	5	60
22	2005	2	5	61
22	2005	2	5	62
22	2005	2	5	63
22	2005	2	5	64
23	2005	2	1	65
24	2005	1	2	66
24	2005	1	2	67
25	2005	1	3	68
25	2005	1	3	69
25	2005	1	3	70
26	2005	2	3	71
26	2005	2	3	72
26	2005	2	3	73
27	2005	2	3	74
27	2005	2	3	75
27	2005	2	3	76
28	2005	1	5	77
28	2005	1	5	78
28	2005	1	5	79
28	2005	1	5	80
28	2005	1	5	81
29	2005	2	2	82
29	2005	2	2	83
30	2005	2	4	84
30	2005	2	4	85
30	2005	2	4	86
30	2005	2	4	87
31	2005	2	2	88
31	2005	2	2	89
32	2005	1	3	90
32	2005	1	3	91
32	2005	1	3	92
33	2005	2	4	93
33	2005	2	4	94
33	2005	2	4	95
33	2005	2	4	96
34	2005	2	5	97
34	2005	2	5	98
34	2005	2	5	99
34	2005	2	5	100
34	2005	2	5	101
35	2005	2	3	102
35	2005	2	3	103
35	2005	2	3	104
36	2005	2	3	105
36	2005	2	3	106
36	2005	2	3	107
37	2005	1	2	108
37	2005	1	2	109
38	2005	2	2	110
38	2005	2	2	111
39	2005	1	2	112
39	2005	1	2	113
40	2005	2	1	114
41	2005	2	2	115
41	2005	2	2	116
42	2005	2	2	117
42	2005	2	2	118
43	2005	2	2	119
43	2005	2	2	120
44	2005	1	3	121
44	2005	1	3	122
44	2005	1	3	123
45	2005	2	2	124
45	2005	2	2	125
46	2005	1	2	126
46	2005	1	2	127
47	2005	2	3	128
47	2005	2	3	129
47	2005	2	3	130
48	2005	1	2	131
48	2005	1	2	132
49	2005	2	4	133
49	2005	2	4	134
49	2005	2	4	135
49	2005	2	4	136
50	2005	1	3	137
50	2005	1	3	138
50	2005	1	3	139
51	2005	2	3	140
51	2005	2	3	141
51	2005	2	3	142
52	2005	1	3	143
52	2005	1	3	144
52	2005	1	3	145
53	2005	1	3	146
53	2005	1	3	147
53	2005	1	3	148
54	2005	1	3	149
54	2005	1	3	150
54	2005	1	3	151
55	2005	2	2	152
55	2005	2	2	153
56	2005	2	3	154
56	2005	2	3	155
56	2005	2	3	156
57	2005	2	3	157
57	2005	2	3	158
57	2005	2	3	159
58	2005	1	3	160
58	2005	1	3	161
58	2005	1	3	162
59	2005	2	3	163
59	2005	2	3	164
59	2005	2	3	165
60	2005	2	3	166
60	2005	2	3	167
60	2005	2	3	168
61	2005	2	1	169
62	2005	2	2	170
62	2005	2	2	171
63	2005	1	3	172
63	2005	1	3	173
63	2005	1	3	174
64	2005	2	2	175
64	2005	2	2	176
65	2005	2	3	177
65	2005	2	3	178
65	2005	2	3	179
66	2005	1	5	180
66	2005	1	5	181
66	2005	1	5	182
66	2005	1	5	183
66	2005	1	5	184
67	2005	1	4	185
67	2005	1	4	186
67	2005	1	4	187
67	2005	1	4	188
68	2005	2	1	189
69	2005	1	4	190
69	2005	1	4	191
69	2005	1	4	192
69	2005	1	4	193
70	2005	2	2	194
70	2005	2	2	195
71	2005	2	2	196
71	2005	2	2	197
72	2005	1	2	198
72	2005	1	2	199
73	2005	1	1	200
74	2005	1	2	201
74	2005	1	2	202
75	2005	2	2	203
75	2005	2	2	204
76	2005	1	4	205
76	2005	1	4	206
76	2005	1	4	207
76	2005	1	4	208
77	2005	2	1	209
78	2005	1	3	137
78	2005	1	3	210
78	2005	1	3	138
79	2005	1	3	211
79	2005	1	3	212
79	2005	1	3	213
80	2005	2	2	214
80	2005	2	2	215
81	2005	1	2	216
81	2005	1	2	217
82	2005	2	1	218
83	2005	1	5	219
83	2005	1	5	220
83	2005	1	5	221
83	2005	1	5	222
83	2005	1	5	223
84	2005	2	3	105
84	2005	2	3	106
84	2005	2	3	107
85	2005	1	3	224
85	2005	1	3	225
85	2005	1	3	226
86	2005	1	4	227
86	2005	1	4	228
86	2005	1	4	229
86	2005	1	4	230
87	2005	2	2	231
87	2005	2	2	232
88	2005	2	1	233
89	2005	1	3	234
89	2005	1	3	235
89	2005	1	3	236
90	2005	2	2	237
90	2005	2	2	238
91	2005	1	3	239
91	2005	1	3	240
91	2005	1	3	241
92	2005	1	2	242
92	2005	1	2	243
93	2005	2	2	244
93	2005	2	2	245
94	2005	2	2	246
94	2005	2	2	247
95	2005	1	2	248
95	2005	1	2	22
96	2005	2	3	249
96	2005	2	3	250
96	2005	2	3	251
97	2005	1	2	252
97	2005	1	2	253
98	2005	1	2	254
98	2005	1	2	255
99	2005	1	2	256
99	2005	1	2	257
100	2005	2	2	258
100	2005	2	2	259
101	2005	1	2	260
101	2005	1	2	261
102	2005	2	3	262
102	2005	2	3	263
102	2005	2	3	264
103	2005	2	4	265
103	2005	2	4	266
103	2005	2	4	267
103	2005	2	4	268
104	2005	1	1	269
105	2005	2	3	270
105	2005	2	3	271
105	2005	2	3	272
106	2005	2	3	273
106	2005	2	3	274
106	2005	2	3	275
107	2005	2	5	276
107	2005	2	5	277
107	2005	2	5	278
107	2005	2	5	70
107	2005	2	5	279
108	2005	1	3	280
108	2005	1	3	281
108	2005	1	3	282
109	2005	2	3	283
109	2005	2	3	284
109	2005	2	3	285
110	2005	2	3	286
110	2005	2	3	287
110	2005	2	3	288
111	2005	2	3	289
111	2005	2	3	290
111	2005	2	3	291
112	2005	1	3	292
112	2005	1	3	293
112	2005	1	3	294
113	2005	1	2	295
113	2005	1	2	296
114	2005	2	5	297
114	2005	2	5	298
114	2005	2	5	299
114	2005	2	5	300
114	2005	2	5	301
115	2005	2	2	302
115	2005	2	2	303
116	2005	1	1	304
117	2005	2	3	305
117	2005	2	3	306
117	2005	2	3	307
118	2005	2	4	308
118	2005	2	4	154
118	2005	2	4	155
118	2005	2	4	156
119	2005	1	2	309
119	2005	1	2	310
120	2005	1	3	311
120	2005	1	3	312
120	2005	1	3	313
121	2005	2	3	314
121	2005	2	3	315
121	2005	2	3	316
122	2005	2	3	317
122	2005	2	3	318
122	2005	2	3	319
123	2005	2	1	320
124	2005	1	3	321
124	2005	1	3	322
124	2005	1	3	323
125	2005	1	7	324
125	2005	1	7	325
125	2005	1	7	326
125	2005	1	7	327
125	2005	1	7	328
125	2005	1	7	329
125	2005	1	7	330
126	2005	2	2	331
126	2005	2	2	332
127	2005	2	2	333
127	2005	2	2	334
128	2005	2	2	335
128	2005	2	2	336
129	2005	2	4	337
129	2005	2	4	338
129	2005	2	4	339
129	2005	2	4	340
130	2005	2	2	341
130	2005	2	2	342
131	2005	2	4	343
131	2005	2	4	344
131	2005	2	4	345
131	2005	2	4	346
132	2005	1	3	347
132	2005	1	3	348
132	2005	1	3	349
133	2005	1	2	350
133	2005	1	2	351
134	2005	2	2	352
134	2005	2	2	353
135	2005	2	2	354
135	2005	2	2	355
136	2005	2	2	356
136	2005	2	2	357
137	2005	2	2	358
137	2005	2	2	168
138	2005	2	5	359
138	2005	2	5	360
138	2005	2	5	361
138	2005	2	5	362
138	2005	2	5	363
139	2005	1	2	364
139	2005	1	2	365
140	2005	2	2	366
140	2005	2	2	367
141	2005	1	2	368
141	2005	1	2	369
142	2005	1	3	370
142	2005	1	3	371
142	2005	1	3	372
143	2005	2	5	31
143	2005	2	5	28
143	2005	2	5	373
143	2005	2	5	374
143	2005	2	5	375
144	2005	1	4	376
144	2005	1	4	377
144	2005	1	4	378
144	2005	1	4	379
145	2005	1	3	380
145	2005	1	3	381
145	2005	1	3	382
146	2005	2	5	383
146	2005	2	5	384
146	2005	2	5	385
146	2005	2	5	386
146	2005	2	5	387
147	2005	1	3	388
147	2005	1	3	389
147	2005	1	3	390
148	2005	2	2	391
148	2005	2	2	392
149	2005	1	4	393
149	2005	1	4	394
149	2005	1	4	395
149	2005	1	4	396
150	2005	2	4	397
150	2005	2	4	398
150	2005	2	4	399
150	2005	2	4	400
151	2005	2	3	401
151	2005	2	3	402
151	2005	2	3	403
152	2005	2	1	404
153	2005	1	5	405
153	2005	1	5	406
153	2005	1	5	407
153	2005	1	5	408
153	2005	1	5	409
154	2005	2	1	410
155	2005	2	3	177
155	2005	2	3	178
155	2005	2	3	179
156	2005	2	2	411
156	2005	2	2	412
157	2005	2	4	413
157	2005	2	4	414
157	2005	2	4	415
157	2005	2	4	416
158	2005	2	3	402
158	2005	2	3	401
158	2005	2	3	403
159	2005	2	2	417
159	2005	2	2	418
160	2005	2	2	302
160	2005	2	2	303
161	2005	2	2	419
161	2005	2	2	420
162	2005	1	2	421
162	2005	1	2	422
163	2005	1	2	423
163	2005	1	2	424
164	2005	2	3	425
164	2005	2	3	426
164	2005	2	3	427
165	2005	2	3	428
165	2005	2	3	429
165	2005	2	3	430
166	2005	2	2	431
166	2005	2	2	432
167	2005	2	1	433
168	2005	2	4	434
168	2005	2	4	435
168	2005	2	4	436
168	2005	2	4	437
169	2005	1	2	137
169	2005	1	2	138
170	2005	1	4	438
170	2005	1	4	379
170	2005	1	4	439
170	2005	1	4	440
171	2005	1	2	201
171	2005	1	2	202
172	2005	1	2	441
172	2005	1	2	442
173	2005	1	2	443
173	2005	1	2	444
174	2005	1	2	445
174	2005	1	2	108
175	2005	2	3	446
175	2005	2	3	447
175	2005	2	3	448
176	2005	2	3	449
176	2005	2	3	450
176	2005	2	3	451
177	2005	1	2	452
177	2005	1	2	453
178	2005	2	2	454
178	2005	2	2	455
179	2005	1	2	456
179	2005	1	2	457
180	2005	2	2	458
180	2005	2	2	459
181	2005	2	2	460
181	2005	2	2	461
182	2005	1	3	462
182	2005	1	3	463
182	2005	1	3	464
183	2005	2	4	465
183	2005	2	4	466
183	2005	2	4	467
183	2005	2	4	468
184	2005	2	2	61
184	2005	2	2	60
185	2005	2	4	469
185	2005	2	4	470
185	2005	2	4	471
185	2005	2	4	472
186	2005	2	2	473
186	2005	2	2	474
187	2005	1	1	475
188	2005	1	4	476
188	2005	1	4	477
188	2005	1	4	478
188	2005	1	4	479
189	2005	1	2	480
189	2005	1	2	481
190	2005	2	4	32
190	2005	2	4	482
190	2005	2	4	33
190	2005	2	4	34
191	2005	2	3	483
191	2005	2	3	32
191	2005	2	3	33
192	2005	2	1	484
193	2005	1	3	146
193	2005	1	3	147
193	2005	1	3	148
194	2005	1	4	485
194	2005	1	4	65
194	2005	1	4	486
194	2005	1	4	487
195	2005	2	2	488
195	2005	2	2	489
196	2005	2	3	490
196	2005	2	3	491
196	2005	2	3	45
197	2005	2	2	492
197	2005	2	2	493
198	2005	2	2	494
198	2005	2	2	495
199	2005	2	3	402
199	2005	2	3	401
199	2005	2	3	403
200	2005	2	3	177
200	2005	2	3	179
200	2005	2	3	496
201	2005	2	3	497
201	2005	2	3	498
201	2005	2	3	331
202	2005	2	1	499
203	2005	2	2	500
203	2005	2	2	501
204	2005	1	5	502
204	2005	1	5	503
204	2005	1	5	504
204	2005	1	5	228
204	2005	1	5	70
205	2005	1	5	505
205	2005	1	5	506
205	2005	1	5	507
205	2005	1	5	508
205	2005	1	5	509
206	2005	2	3	510
206	2005	2	3	511
206	2005	2	3	512
207	2005	2	5	513
207	2005	2	5	504
207	2005	2	5	503
207	2005	2	5	228
207	2005	2	5	70
208	2005	2	4	514
208	2005	2	4	515
208	2005	2	4	262
208	2005	2	4	33
209	2005	2	3	516
209	2005	2	3	517
209	2005	2	3	518
210	2005	1	3	377
210	2005	1	3	376
210	2005	1	3	379
211	2005	1	2	519
211	2005	1	2	520
212	2005	2	1	521
213	2005	1	3	522
213	2005	1	3	523
213	2005	1	3	524
214	2005	1	3	525
214	2005	1	3	137
214	2005	1	3	138
215	2005	2	3	526
215	2005	2	3	527
215	2005	2	3	528
216	2005	2	3	529
216	2005	2	3	530
216	2005	2	3	531
217	2005	2	3	513
217	2005	2	3	532
217	2005	2	3	228
218	2005	1	4	533
218	2005	1	4	534
218	2005	1	4	535
218	2005	1	4	536
219	2005	2	2	537
219	2005	2	2	538
220	2005	2	2	539
220	2005	2	2	540
221	2005	1	1	541
222	2005	1	2	542
222	2005	1	2	543
223	2005	2	1	544
224	2005	2	3	545
224	2005	2	3	546
224	2005	2	3	547
225	2005	1	2	548
225	2005	1	2	549
226	2005	1	2	550
226	2005	1	2	551
227	2005	1	2	552
227	2005	1	2	126
228	2005	2	2	553
228	2005	2	2	554
229	2005	2	2	555
229	2005	2	2	556
230	2005	2	5	557
230	2005	2	5	558
230	2005	2	5	559
230	2005	2	5	560
230	2005	2	5	561
231	2006	2	6	529
231	2006	2	6	562
231	2006	2	6	530
231	2006	2	6	563
231	2006	2	6	564
231	2006	2	6	565
232	2006	2	2	566
232	2006	2	2	567
233	2006	1	2	568
233	2006	1	2	569
234	2006	2	4	570
234	2006	2	4	571
234	2006	2	4	228
234	2006	2	4	70
235	2006	2	2	572
235	2006	2	2	573
236	2006	1	2	574
236	2006	1	2	575
237	2006	2	2	576
237	2006	2	2	577
238	2006	1	3	511
238	2006	1	3	578
238	2006	1	3	512
239	2006	1	2	579
239	2006	1	2	580
240	2006	2	3	581
240	2006	2	3	582
240	2006	2	3	583
241	2006	2	4	584
241	2006	2	4	585
241	2006	2	4	586
241	2006	2	4	587
242	2006	1	2	588
242	2006	1	2	589
243	2006	1	3	590
243	2006	1	3	591
243	2006	1	3	592
244	2006	2	3	593
244	2006	2	3	594
244	2006	2	3	595
245	2006	1	3	596
245	2006	1	3	597
245	2006	1	3	259
246	2006	1	3	598
246	2006	1	3	568
246	2006	1	3	599
247	2006	1	2	600
247	2006	1	2	601
248	2006	2	4	602
248	2006	2	4	603
248	2006	2	4	604
248	2006	2	4	605
249	2006	2	4	606
249	2006	2	4	607
249	2006	2	4	608
249	2006	2	4	609
250	2006	1	2	610
250	2006	1	2	611
251	2006	1	5	612
251	2006	1	5	281
251	2006	1	5	613
251	2006	1	5	614
251	2006	1	5	615
252	2006	2	6	616
252	2006	2	6	617
252	2006	2	6	618
252	2006	2	6	619
252	2006	2	6	620
252	2006	2	6	621
253	2006	1	3	622
253	2006	1	3	623
253	2006	1	3	624
254	2006	1	2	625
254	2006	1	2	626
255	2006	1	1	627
256	2006	2	1	628
257	2006	2	2	606
257	2006	2	2	609
258	2006	1	2	629
258	2006	1	2	120
259	2006	2	3	630
259	2006	2	3	631
259	2006	2	3	632
260	2006	2	2	103
260	2006	2	2	104
261	2006	2	2	633
261	2006	2	2	634
262	2006	2	3	635
262	2006	2	3	154
262	2006	2	3	155
263	2006	1	2	636
263	2006	1	2	637
264	2006	2	2	638
264	2006	2	2	639
265	2006	2	3	640
265	2006	2	3	641
265	2006	2	3	642
266	2006	1	4	643
266	2006	1	4	644
266	2006	1	4	645
